                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                  1.418,                 1.5058,                 1.2015,                0.91716,                0.91498,                0.96905,                0.69715,                 1.0284,                0.71837,                 1.1121,               0.070492,              0.0032787,              0.0032787
